respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.11786884899569276,0.33538700071439026
26708,0.03833486450952255,0.03664634553758229
26709,0.41785308123603077,0.685881304766822
26710,0.48476689540153717,0.8733755016498853
26711,0.2278032224804276,0.5573238577294012
26712,0.44784610442497946,0.9300042888033279
26713,0.3444461641787496,0.4706447278645253
26714,0.16088349261806292,0.28701790826049894
26715,0.03744849485501829,0.1630785006055366
26716,0.19870925758437352,0.8810345508783539
26717,0.019498014766092992,0.3396507217388507
26718,0.23563478548480737,0.5214081849728893
26719,0.1117129636237871,0.9242938597063477
26720,0.07918474984477546,0.13328536782533568
26721,0.36718745362505534,0.329329830665727
26722,0.03973009320665288,0.06894630631875807
26723,0.6701707450720107,0.8320790792986402
26724,0.12376356894570209,0.5997023711374366
26725,0.04295789004531669,0.08154015041842798
26726,0.014981427483336203,0.03626246993310063
26727,0.3091267650031494,0.8222764941345722
26728,0.2487548766322525,0.5993466123216671
26729,0.09436296980415775,0.3457652976324648
26730,0.04349657346522857,0.187438691748852
26731,0.01727741537289972,0.26311683016565346
26732,0.12250775302777679,0.09337376501358732
26733,0.9078126062973547,0.9593796895633401
26734,0.8219211319311166,0.2903396764197883
26735,0.12971589943053247,0.46423696666114966
26736,0.06589364696417344,0.15318826045042655
26737,0.08690211503045128,0.1562400097146765
26738,0.6024881429860341,0.8458637364707687
26739,0.1267974256180786,0.2522750562870445
26740,0.1682639143073202,0.15682148768423754
26741,0.20870627893262966,0.9080648421131244
26742,0.1554802339409079,0.5145609722511643
26743,0.049321317965115304,0.5350132025496335
26744,0.07575834541284163,0.7101656811475069
26745,0.11060753655533863,0.9254501415156899
26746,0.11774208826905713,0.35086761128221783
26747,0.07200630619125102,0.24042893758403178
26748,0.10025033635095348,0.06893635422652163
26749,0.07861497727967018,0.6686936702026445
26750,0.6518438613115132,0.9066108095633908
26751,0.3323703853737864,0.7200251310107512
26752,0.01991967417604922,0.022103706937038704
26753,0.19809600295768867,0.6024125913411873
26754,0.1166244647581797,0.5620898345887936
26755,0.12267679139622098,0.3924016758419712
26756,0.02054893021029059,0.04570874158397372
26757,0.46128196850895015,0.4858006998825092
26758,0.6339334622862186,0.8993808655393423
26759,0.041202397673755956,0.20682617459685848
26760,0.00961744033513033,0.023158073888614652
26761,0.1200500861310634,0.5381031519933839
26762,0.14472082418535545,0.8006508959367836
26763,0.8868373547160543,0.9775262398013482
26764,0.9312576202027926,0.9694563903477184
26765,0.03297802770975358,0.6246932398519722
26766,0.15792053605123643,0.1726716926368513
26767,0.7558528822279472,0.724856940071442
26768,0.011490634413371469,0.3628919592990819
26769,0.11927736563740589,0.11071322524748717
26770,0.12130055055540193,0.6246246603442719
26771,0.09078851609640441,0.26075485603323323
26772,0.09758680324031159,0.4731639585263442
26773,0.015918148106296253,0.5255261054373094
26774,0.03143459431879413,0.4672964816583885
26775,0.12154580857534732,0.5327714282963973
26776,0.38096207055654785,0.32588919924621557
26777,0.12265340662795607,0.8959011154017641
26778,0.132207609244879,0.11482910531495195
26779,0.12097535626481754,0.5184012456900174
26780,0.19264570895903402,0.9617157833377198
26781,0.04387605047949657,0.4003257866531614
26782,0.04631982903466349,0.3129368094934759
26783,0.063563709941213,0.299330618295911
26784,0.34996060205065727,0.8907452573949202
26785,0.3481321979786546,0.5343374581287663
26786,0.1538709081523409,0.34192375478992026
26787,0.10095636877760017,0.4480787856337862
26788,0.12078297948286101,0.8998478580221285
26789,0.014039506323655549,0.20468238320785886
26790,0.0669373209425909,0.33268436056416056
26791,0.06197397971158775,0.09396146982688791
26792,0.20343946145993408,0.7600326090271959
26793,0.11640543894801682,0.8838737150001998
26794,0.7750360742744643,0.8912362111144934
26795,0.05423600556611494,0.9467335641833634
26796,0.0621366700067782,0.09155405123882504
26797,0.09967347858312267,0.6170482109507395
26798,0.16092204050661185,0.15410631054711418
26799,0.22746112264942595,0.18369785706946135
26800,0.03748243670265027,0.9064555588682736
26801,0.21559085068478206,0.332209434558145
26802,0.11059698308332465,0.20681058470168037
26803,0.04744624100279514,0.13130086917980627
26804,0.05522348278088524,0.07933049156932015
26805,0.0888488051832685,0.2152580427569707
26806,0.06832380768153183,0.8788987935323912
26807,0.632976597954916,0.9422089077291659
26808,0.27534023836610166,0.6391116951697936
26809,0.7092293884356408,0.1684206138693098
26810,0.04016408269447124,0.09953146986808373
26811,0.0524897592638364,0.055525927125871
26812,0.11793724627294243,0.7139980742679679
26813,0.283673655615114,0.2730401059139555
26814,0.03468636642880802,0.41655792042625917
26815,0.05856793494041509,0.12769761604694746
26816,0.04175145584982494,0.2019189035944771
26817,0.14734505608021703,0.6969017770869202
26818,0.08802837974475004,0.33380410403142663
26819,0.39649392537967665,0.47381785969745555
26820,0.08711877755904543,0.2870279755021939
26821,0.11632669005522636,0.4716824653884461
26822,0.2515785979220607,0.7002949228555411
26823,0.4721742411439021,0.5598856981300234
26824,0.04334906786882269,0.6692765665258037
26825,0.4073249566737569,0.7828888100186076
26826,0.08047611416849543,0.6732791598745185
26827,0.0471983993547286,0.08670893419094915
26828,0.1593744012809102,0.6108306123275425
26829,0.5664975230068948,0.9039684903382982
26830,0.076153565737482,0.7103689658679185
26831,0.19765685252191278,0.8109519403027845
26832,0.12378251149697682,0.7748608051821841
26833,0.006570434422592359,0.27973351854686873
26834,0.13313662945549812,0.5378307392900843
26835,0.3521160128170533,0.9043514700113858
26836,0.15824243400997937,0.6050764816165923
26837,0.038033546225838856,0.012658828739515082
26838,0.1056064627840279,0.44232622367898544
26839,0.12465994020480661,0.5033655202544847
26840,0.0840299779970557,0.095965957129526
26841,0.3086613969954585,0.7964599371736023
26842,0.09230572368828499,0.21031428213208833
26843,0.04105574196607483,0.013641222113788029
26844,0.03631013658293066,0.41428539845875423
26845,0.07431465409283745,0.7069301789945308
26846,0.06335772427019074,0.7135909168543441
26847,0.2785916949796294,0.06979136125444504
26848,0.03690114052020785,0.6827432177706725
26849,0.09748815446166437,0.5539436103259053
26850,0.5613560169002183,0.656547654700849
26851,0.042708162961042476,0.07181369650256808
26852,0.03990418556942175,0.11968083905125704
26853,0.5142060460632678,0.5579492230944949
26854,0.01682860520653661,0.06434749253232745
26855,0.5933501649177437,0.8747710039814046
26856,0.10025317073391257,0.02990367936702831
26857,0.3994511874863899,0.18495800808756768
26858,0.13646160652173978,0.644615482807172
26859,0.0806638226209369,0.11827107891138233
26860,0.09536003857873211,0.07735529681526977
26861,0.062254540590485734,0.10124311066300211
26862,0.0912561213584075,0.20374450164695213
26863,0.21981884864918558,0.4496541951919234
26864,0.44697392396109514,0.42854643860215896
26865,0.01677904881048314,0.039143797197520876
26866,0.24253785919683676,0.6592859474154255
26867,0.12520756643480985,0.21781468750120372
